InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
INV500211,SC62083,GINGERBREAD MAN COOKIE CUTTER,14,2023-03-13 21:42:01.224244,0.94,C1376,United Kingdom,13.16
INV500212,SC75733,CHILDRENS CUTLERY DOLLY GIRL,4,2023-05-21 14:09:11.630326,3.84,C1088,Netherlands,15.36
INV500213,SC99045,LARGE LETTER BOX KINGS ROAD,18,2022-07-18 11:21:49.941988,12.12,C1027,Belgium,218.16
INV500214,SC44698,CERAMIC STAR XMAS DECORATION,15,2022-04-13 12:25:46.869373,2.78,C1091,Australia,41.699999999999996
INV500215,SC90623,RECYCLED ACAPULCO MAT,9,2022-04-07 12:56:01.632326,1.22,C1053,United Kingdom,10.98
INV500216,SC32671,LARGE CHINESE STYLE BOWL,18,2022-02-23 01:57:48.933786,3.44,C1158,United Kingdom,61.92
INV500217,SC35184,GIRLS ALPHABET IRON ON PATCHES,3,2022-05-15 10:54:28.013602,2.66,C1371,United Kingdom,7.98
INV500218,SC52107,HEART OF WICKER SMALL,10,2023-07-17 07:36:51.562312,2.79,C1227,United Kingdom,27.9
INV500219,SC96202,REGENCY CAKESTAND 3 TIER,17,2022-01-26 12:28:56.987397,2.45,C1472,United Kingdom,41.650000000000006
INV500220,SC61663,HEART OF WICKER SMALL,7,2022-05-17 08:24:23.332666,3.86,C1371,United Kingdom,27.02
INV500221,SC25708,REGENCY CAKESTAND 3 TIER,15,2022-02-25 13:27:42.812562,3.05,C1375,France,45.75
INV500222,SC59811,GINGERBREAD MAN COOKIE CUTTER,1,2022-02-14 11:28:10.178035,13.53,C1040,United Kingdom,13.53
INV500223,SC12811,RECYCLED ACAPULCO MAT,11,2023-11-16 23:01:48.741748,5.74,C1036,France,63.14
INV500224,SC66250,PLASTERS IN TIN SKULL,17,2022-12-15 12:45:39.427885,1.42,C1124,United Kingdom,24.14
INV500225,SC82082,LUNCH BAG RED RETROSPOT,5,2022-11-18 06:16:46.761352,4.38,C1421,Portugal,21.9
INV500226,SC44754,SET OF 3 CAKE TINS PANTRY DESIGN,7,2023-12-03 00:01:09.133826,1.22,C1178,USA,8.54
INV500227,SC21411,LARGE LETTER BOX KINGS ROAD,19,2022-08-02 15:21:12.494498,5.07,C1331,Germany,96.33000000000001
INV500228,SC12911,FANCY FONT HOME SWEET HOME DOORMAT,15,2023-04-23 00:10:22.204440,0.98,C1036,Portugal,14.7
INV500229,SC77270,PACK OF 6 BIRDY GIFT TAGS,3,2022-02-28 14:57:35.251050,2.42,C1100,United Kingdom,7.26
INV500230,SC93763,ZINC WILLIE WINKIE  CANDLE STICK,15,2023-11-18 17:01:44.420884,5.19,C1030,Spain,77.85000000000001
INV500231,SC18680,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,2023-01-25 08:43:58.607721,1.49,C1189,United Kingdom,7.45
INV500232,SC94896,MEDIUM CERAMIC TOP STORAGE JAR,12,2022-09-20 15:19:11.510302,5.94,C1145,United Kingdom,71.28
INV500233,SC93879,PARTY BUNTING,5,2023-01-22 10:44:05.809161,3.6,C1089,United Kingdom,18.0
INV500234,SC81295,BAG 250g SWIRLY MARBLES,3,2022-01-26 15:58:56.627325,2.02,C1005,Germany,6.0600000000000005
INV500235,SC98614,METAL SIGN TAKE IT OR LEAVE IT,9,2023-10-25 15:32:43.832766,2.15,C1392,United Kingdom,19.349999999999998
INV500236,SC21111,RECYCLED ACAPULCO MAT,9,2022-04-19 04:55:32.826565,8.31,C1138,Germany,74.79
INV500237,SC47504,MAGIC DRAWING SLATE,7,2022-12-09 09:45:54.550910,1.24,C1094,United Kingdom,8.68
INV500238,SC11802,CAT BOWL PINK,2,2023-10-04 22:33:34.962992,4.05,C1118,Switzerland,8.1
INV500239,SC18155,CERAMIC STAR XMAS DECORATION,16,2022-04-20 08:55:29.945989,4.19,C1365,Germany,67.04
INV500240,SC83656,FELT CHRISTMAS TREE WITH BAUBLES,9,2022-05-07 13:54:47.457491,8.17,C1119,United Kingdom,73.53
INV500241,SC49384,MEDIUM CERAMIC TOP STORAGE JAR,13,2023-08-16 08:35:37.387477,4.25,C1385,United Kingdom,55.25
INV500242,SC57254,ASSORTED COLOUR BIRD ORNAMENT,19,2023-08-02 12:06:11.594318,3.13,C1122,Switzerland,59.47
INV500243,SC31918,FELT CHRISTMAS TREE WITH BAUBLES,17,2022-02-01 01:28:43.304660,7.48,C1284,United Kingdom,127.16000000000001
INV500244,SC95981,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2022-08-24 19:20:17.763552,5.8,C1365,United Kingdom,34.8
INV500245,SC70713,DOORMAT NEW ENGLAND,4,2023-01-04 22:44:49.017803,4.28,C1376,France,17.12
INV500246,SC40306,GINGERBREAD MAN COOKIE CUTTER,1,2023-05-02 01:09:59.879976,0.6,C1178,United Kingdom,0.6
INV500247,SC26646,LARGE LETTER BOX KINGS ROAD,18,2022-08-21 21:20:24.964993,1.9,C1489,United Kingdom,34.199999999999996
INV500248,SC56843,VINTAGE UNION JACK MEMOBOARD,19,2022-03-16 12:26:56.003200,3.5,C1324,United Kingdom,66.5
INV500249,SC26371,ROUND SNACK BOXES SET OF 4 WOODLAND,9,2022-02-06 17:58:29.261852,2.72,C1406,United Kingdom,24.48
INV500250,SC87371,LUNCH BAG RED RETROSPOT,13,2023-08-26 17:05:11.822364,1.65,C1483,United Kingdom,21.45
INV500251,SC12049,PACK OF 72 RETROSPOT CAKE CASES,8,2022-04-02 13:56:13.874774,0.97,C1006,United Kingdom,7.76
INV500252,SC41616,COLOURING PENCILS BROWN TUBE,13,2023-05-22 21:39:08.389677,2.92,C1383,United Kingdom,37.96
INV500253,SC30932,PACK OF 72 RETROSPOT CAKE CASES,15,2022-05-24 18:54:04.968993,1.51,C1311,United Kingdom,22.65
INV500254,SC39855,GIRLS ALPHABET IRON ON PATCHES,11,2022-09-09 13:19:38.875775,1.3,C1126,USA,14.3
INV500255,SC71434,STAINLESS STEEL KITCHEN COLANDER,12,2022-11-02 05:17:26.369273,2.03,C1076,Germany,24.36
INV500256,SC82694,LUNCH BAG RED RETROSPOT,14,2022-09-06 01:19:47.517503,5.12,C1233,Spain,71.68
INV500257,SC53016,HAND WARMER UNION JACK,4,2022-02-14 07:58:10.538107,2.51,C1317,United Kingdom,10.04
INV500258,SC17400,PACK OF 6 BIRDY GIFT TAGS,1,2023-08-18 16:35:31.626325,1.23,C1073,United Kingdom,1.23
INV500259,SC52642,JUMBO BAG RED RETROSPOT,4,2022-11-29 11:46:19.035807,0.87,C1483,Belgium,3.48
INV500260,SC25151,WHITE HANGING HEART T-LIGHT HOLDER,19,2023-09-25 21:33:57.287457,2.57,C1463,Germany,48.83
INV500261,SC61407,FELT CHRISTMAS TREE WITH BAUBLES,9,2023-02-14 08:13:09.277855,5.24,C1270,United Kingdom,47.160000000000004
INV500262,SC76690,IVORY KNITTED MUG COSY,10,2023-02-25 20:42:40.832166,3.67,C1308,United Kingdom,36.7
INV500263,SC14499,ROUND SNACK BOXES SET OF 4 WOODLAND,4,2023-05-19 16:39:16.311262,1.29,C1426,United Kingdom,5.16
INV500264,SC16295,MAGIC DRAWING SLATE,9,2022-05-30 07:53:51.286257,2.22,C1466,Switzerland,19.98
INV500265,SC69040,ZINC WILLIE WINKIE  CANDLE STICK,13,2023-09-21 19:34:07.369473,6.3,C1468,United Kingdom,81.89999999999999
INV500266,SC22183,JUMBO STORAGE BAG SUKI,12,2023-03-10 20:12:08.785757,1.09,C1119,Germany,13.080000000000002
INV500267,SC39299,BLUE POLKADOT MADELEINE GIFT BAG,11,2022-03-15 18:56:57.803560,2.78,C1034,France,30.58
INV500268,SC22874,SMALL HEART FLOWERS HOOK,12,2023-12-10 03:30:51.490298,1.82,C1206,USA,21.84
INV500269,SC42711,STRAWBERRY CERAMIC TRINKET BOX,18,2023-03-07 08:12:17.427485,0.9,C1495,Spain,16.2
INV500270,SC15539,VINTAGE UNION JACK MEMOBOARD,12,2022-06-03 13:23:40.844168,0.65,C1269,United Kingdom,7.800000000000001
INV500271,SC63351,MAGIC DRAWING SLATE,16,2023-01-25 22:43:57.167433,2.93,C1092,France,46.88
INV500272,SC71267,IVORY KNITTED MUG COSY,5,2023-01-10 08:14:35.695139,0.56,C1452,Netherlands,2.8000000000000003
INV500273,SC58354,HAND WARMER UNION JACK,12,2022-10-05 15:48:34.422884,0.83,C1377,Netherlands,9.959999999999999
INV500274,SC12557,BLUE POLKADOT MADELEINE GIFT BAG,11,2023-09-30 06:33:46.485297,1.78,C1176,Belgium,19.580000000000002
INV500275,SC48360,CHRISTMAS GINGHAM STAR,9,2023-10-31 22:02:28.349669,0.63,C1273,Australia,5.67
INV500276,SC92018,RECYCLED ACAPULCO MAT,18,2023-12-19 18:30:27.725545,2.03,C1178,United Kingdom,36.54
INV500277,SC12200,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,2023-02-27 00:42:37.951590,0.92,C1128,United Kingdom,2.7600000000000002
INV500278,SC78497,JUMBO BAG WOODLAND ANIMALS,17,2022-06-10 09:53:23.920784,1.79,C1124,Spain,30.43
INV500279,SC56975,CHRISTMAS GINGHAM STAR,14,2023-06-18 21:08:01.776355,5.2,C1026,United Kingdom,72.8
INV500280,SC31357,GINGERBREAD MAN COOKIE CUTTER,1,2022-08-27 13:50:10.922184,3.45,C1063,United Kingdom,3.45
INV500281,SC87505,JUMBO STORAGE BAG SUKI,17,2022-08-01 04:21:16.095219,2.27,C1059,United Kingdom,38.59
INV500282,SC12869,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-06-11 21:08:19.059811,0.79,C1218,Belgium,6.32
INV500283,SC71135,CERAMIC STAR XMAS DECORATION,5,2022-01-06 12:59:46.317263,3.4,C1216,United Kingdom,17.0
INV500284,SC60108,FELT CHRISTMAS TREE WITH BAUBLES,5,2023-03-26 17:41:29.537907,1.04,C1168,France,5.2
INV500285,SC48467,COLOURING PENCILS BROWN TUBE,9,2023-09-11 04:04:33.654730,0.74,C1148,United Kingdom,6.66
INV500286,SC33328,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,2023-02-03 06:13:36.643328,3.77,C1269,United Kingdom,11.31
INV500287,SC96831,WHITE HANGING HEART T-LIGHT HOLDER,19,2022-12-19 04:15:30.426085,7.79,C1115,United Kingdom,148.01
INV500288,SC13987,WHITE HANGING HEART T-LIGHT HOLDER,9,2022-04-21 12:55:27.065413,2.35,C1244,United Kingdom,21.150000000000002
INV500289,SC68871,NOTEBOOK A7 IVORY,18,2023-09-26 04:33:56.567313,0.63,C1147,Switzerland,11.34
INV500290,SC32399,NOTEBOOK A7 IVORY,16,2023-03-31 09:41:18.015603,6.87,C1091,Switzerland,109.92
INV500291,SC56214,RECYCLED ACAPULCO MAT,1,2022-04-22 09:55:24.904980,0.71,C1084,Netherlands,0.71
INV500292,SC96416,HEART OF WICKER SMALL,2,2022-12-20 04:45:27.905581,6.56,C1086,United Kingdom,13.12
INV500293,SC80271,BROCADE RING PURSE,14,2022-07-11 14:52:06.865373,1.99,C1394,United Kingdom,27.86
INV500294,SC54064,CERAMIC STAR XMAS DECORATION,14,2023-09-20 08:34:10.970194,1.86,C1119,United Kingdom,26.040000000000003
INV500295,SC80091,GIRLS ALPHABET IRON ON PATCHES,1,2023-08-06 14:06:01.512302,2.85,C1449,United Kingdom,2.85
INV500296,SC50818,CAT BOWL PINK,16,2023-08-11 13:05:49.269853,9.95,C1339,United Kingdom,159.2
INV500297,SC55525,PACK OF 72 RETROSPOT CAKE CASES,15,2023-06-23 13:07:50.254050,7.37,C1023,Netherlands,110.55
INV500298,SC29830,PACK OF 12 LONDON TISSUES,15,2023-04-10 11:10:53.170634,2.41,C1374,United Kingdom,36.150000000000006
INV500299,SC27429,VINTAGE UNION JACK MEMOBOARD,12,2023-02-22 22:42:48.033606,4.07,C1088,United Kingdom,48.84
INV500300,SC16893,PAPER CHAIN KIT VINTAGE CHRISTMAS,16,2022-07-12 01:22:05.785157,3.11,C1036,USA,49.76
INV500301,SC89909,BROCADE RING PURSE,14,2022-04-13 01:55:47.949589,4.05,C1341,United Kingdom,56.699999999999996
INV500302,SC57333,BROCADE RING PURSE,15,2023-10-02 04:03:41.804360,5.8,C1382,USA,87.0
INV500303,SC13436,SMALL HEART FLOWERS HOOK,15,2022-11-17 23:16:47.481496,0.61,C1407,USA,9.15
INV500304,SC84290,STRAWBERRY CERAMIC TRINKET BOX,19,2022-08-21 07:20:26.405281,1.68,C1270,United Kingdom,31.919999999999998
INV500305,SC86213,BROCADE RING PURSE,8,2023-08-05 10:06:04.392878,10.11,C1011,United Kingdom,80.88
INV500306,SC15895,GIRLS ALPHABET IRON ON PATCHES,2,2023-12-23 03:00:19.443888,9.45,C1493,Spain,18.9
INV500307,SC29738,BROCADE RING PURSE,2,2023-08-28 11:05:07.501500,0.53,C1094,United Kingdom,1.06
INV500308,SC40746,PACK OF 6 BIRDY GIFT TAGS,10,2022-06-29 08:52:37.111422,1.17,C1490,United Kingdom,11.7
INV500309,SC59377,NATURAL SLATE HEART CHALKBOARD,3,2023-01-16 21:44:19.491898,15.74,C1447,Spain,47.22
INV500310,SC58404,PACK OF 72 RETROSPOT CAKE CASES,17,2023-04-03 11:11:10.454090,2.54,C1030,United Kingdom,43.18
INV500311,SC64045,SET OF 3 CAKE TINS PANTRY DESIGN,8,2022-10-06 05:48:32.982596,3.05,C1436,United Kingdom,24.4
INV500312,SC49790,CAT BOWL PINK,4,2022-09-19 00:49:15.471094,1.05,C1349,France,4.2
INV500313,SC15600,REGENCY CAKESTAND 3 TIER,14,2023-03-03 23:42:25.709141,7.24,C1232,Netherlands,101.36
INV500314,SC50764,NATURAL SLATE HEART CHALKBOARD,10,2022-06-08 15:53:28.241648,1.29,C1339,United Kingdom,12.9
INV500315,SC84543,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2022-12-14 05:15:42.668533,1.13,C1327,United Kingdom,1.13
INV500316,SC55714,VINTAGE UNION JACK MEMOBOARD,4,2023-08-25 20:05:13.982796,1.28,C1299,United Kingdom,5.12
INV500317,SC66835,HEART OF WICKER SMALL,1,2023-12-25 18:00:12.962592,8.06,C1285,United Kingdom,8.06
INV500318,SC83744,BAG 250g SWIRLY MARBLES,17,2023-03-06 11:12:19.587917,4.14,C1034,Netherlands,70.38
INV500319,SC66491,STRAWBERRY CERAMIC TRINKET BOX,17,2023-06-05 11:08:34.902980,4.89,C1020,France,83.13
INV500320,SC28589,LARGE LETTER BOX KINGS ROAD,7,2022-06-19 21:23:00.516103,1.92,C1110,France,13.44
INV500321,SC53484,CHRISTMAS GINGHAM STAR,15,2022-03-29 11:56:23.956791,7.7,C1487,United Kingdom,115.5
INV500322,SC92989,CAT BOWL PINK,13,2022-10-23 07:17:50.854170,5.17,C1318,United Kingdom,67.21
INV500323,SC46212,SET OF 3 CAKE TINS PANTRY DESIGN,2,2022-08-19 23:50:29.645929,4.67,C1347,United Kingdom,9.34
INV500324,SC53525,LUNCH BAG RED RETROSPOT,19,2022-05-24 22:24:04.608921,11.12,C1486,United Kingdom,211.27999999999997
INV500325,SC57202,CERAMIC STAR XMAS DECORATION,13,2022-10-14 13:18:12.458491,1.87,C1144,United Kingdom,24.310000000000002
INV500326,SC42635,LARGE LETTER BOX KINGS ROAD,11,2022-07-29 20:21:21.856371,3.33,C1011,United Kingdom,36.63
INV500327,SC73208,MEDIUM CERAMIC TOP STORAGE JAR,15,2023-11-05 00:02:18.267653,7.72,C1243,United Kingdom,115.8
INV500328,SC43828,GINGERBREAD MAN COOKIE CUTTER,10,2022-05-07 13:54:47.457491,5.19,C1497,Netherlands,51.900000000000006
INV500329,SC28711,JUMBO BAG WOODLAND ANIMALS,9,2022-10-28 20:17:37.171434,2.99,C1145,Spain,26.910000000000004
INV500330,SC13420,SMALL HEART FLOWERS HOOK,9,2022-06-14 15:23:13.478695,0.74,C1238,Germany,6.66
INV500331,SC10301,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2023-10-01 10:33:43.604720,3.67,C1091,United Kingdom,3.67
,SC55236,LUNCH BAG RED RETROSPOT,17,2023-10-12 19:33:15.519103,2.74,C1315,Australia,46.580000000000005
INV500333,SC76235,SMALL HEART FLOWERS HOOK,12,2023-06-28 19:07:37.291458,1.11,C1322,USA,13.32
INV500334,SC64240,CHILDRENS CUTLERY DOLLY GIRL,10,2022-10-10 00:48:23.620724,6.92,C1114,United Kingdom,69.2
INV500335,SC75726,SET OF 3 CAKE TINS PANTRY DESIGN,5,2022-06-06 21:53:32.562512,1.76,C1014,France,8.8
INV500336,SC20492,SET OF 3 CAKE TINS PANTRY DESIGN,18,2022-08-28 00:20:09.841968,1.97,C1271,Switzerland,35.46
INV500337,SC16102,STRAWBERRY LUNCH BOX WITH CUTLERY,15,2022-07-22 23:51:38.779755,3.85,C1021,United Kingdom,57.75
INV500338,SC60336,METAL SIGN TAKE IT OR LEAVE IT,6,2022-01-05 08:59:49.197839,2.51,C1117,United Kingdom,15.059999999999999
INV500339,SC95314,PARTY BUNTING,7,2022-04-13 12:25:46.869373,0.78,C1368,United Kingdom,5.46
INV500340,SC36641,BROCADE RING PURSE,17,2022-05-07 13:54:47.457491,1.97,C1094,United Kingdom,33.49
INV500341,SC44584,NATURAL SLATE HEART CHALKBOARD,6,2022-02-03 19:58:36.463292,0.8,C1446,United Kingdom,4.800000000000001
INV500342,SC42745,NATURAL SLATE HEART CHALKBOARD,8,2022-05-19 12:54:17.931586,1.13,C1414,USA,9.04
INV500343,SC33093,STRAWBERRY CERAMIC TRINKET BOX,12,2022-01-09 10:59:39.115823,0.52,C1256,Netherlands,6.24
INV500344,SC76105,ALARM CLOCK BAKELIKE PINK,14,2023-02-15 22:43:05.317063,1.1,C1330,United Kingdom,15.400000000000002
INV500345,SC61885,ZINC WILLIE WINKIE  CANDLE STICK,12,2023-06-09 23:38:23.740748,1.7,C1261,Germany,20.4
INV500346,SC46631,HEART OF WICKER SMALL,10,2023-04-05 05:11:06.133226,2.82,C1086,France,28.2
INV500347,SC82991,RED RETROSPOT MINI CASES,15,2022-02-13 21:28:11.618323,8.05,C1392,United Kingdom,120.75000000000001
INV500348,SC14014,FANCY FONT HOME SWEET HOME DOORMAT,7,2023-02-20 14:42:53.794758,2.83,C1435,United Kingdom,19.810000000000002
INV500349,SC21093,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2023-03-06 07:42:19.947989,4.17,C1463,Australia,37.53
INV500350,SC28070,ZINC WILLIE WINKIE  CANDLE STICK,10,2022-10-08 10:18:27.581516,1.83,C1317,Germany,18.3
INV500351,SC45777,CAT BOWL PINK,10,2022-02-16 01:58:06.217243,4.68,C1057,United Kingdom,46.8
INV500352,SC66958,BROCADE RING PURSE,16,2022-10-03 07:48:40.184036,3.41,C1229,United Kingdom,54.56
INV500353,SC92074,CAT BOWL PINK,7,2023-01-31 22:13:42.404480,2.35,C1107,United Kingdom,16.45
INV500354,SC20729,RED RETROSPOT MINI CASES,5,2023-11-29 19:01:17.055411,1.15,C1018,United Kingdom,5.75
INV500355,SC55017,CHILDRENS CUTLERY DOLLY GIRL,3,2022-10-02 07:18:42.704540,1.59,C1364,United Kingdom,4.7700000000000005
INV500356,SC76320,DOORSTOP UNION JACK,18,2023-07-23 10:36:36.439287,3.41,C1140,Germany,61.38
INV500357,SC37751,CAT BOWL PINK,11,2023-08-23 19:05:19.023804,2.17,C1378,United Kingdom,23.869999999999997
INV500358,SC88069,SET 12 COLOUR PENCILS DOLLY GIRL,15,2022-06-21 18:52:55.835167,7.11,C1159,United Kingdom,106.65
INV500359,SC64748,PACK OF 6 BIRDY GIFT TAGS,5,2023-07-17 04:06:51.922384,1.3,C1099,United Kingdom,6.5
INV500360,SC15801,ZINC WILLIE WINKIE  CANDLE STICK,12,2023-12-12 15:00:45.369073,0.73,C1264,United Kingdom,8.76
INV500361,SC29190,FELT CHRISTMAS TREE WITH BAUBLES,4,2023-10-12 16:03:15.879175,3.17,C1237,Portugal,12.68
INV500362,SC59689,PLASTERS IN TIN SKULL,15,2022-02-18 06:28:00.816163,7.02,C1237,United Kingdom,105.3
INV500363,SC60993,BROCADE RING PURSE,9,2022-03-18 20:26:50.242048,1.86,C1048,France,16.740000000000002
INV500364,SC39592,ALARM CLOCK BAKELIKE PINK,7,2022-10-28 06:17:38.611722,3.63,C1164,United Kingdom,25.41
INV500365,SC20647,FANCY FONT HOME SWEET HOME DOORMAT,10,2022-06-10 02:53:24.640928,1.29,C1286,United Kingdom,12.9
INV500366,SC18716,STRAWBERRY LUNCH BOX WITH CUTLERY,13,2022-01-31 18:28:44.024804,2.95,C1414,Netherlands,38.35
INV500367,SC98891,WHITE HANGING HEART T-LIGHT HOLDER,8,2022-09-07 22:49:42.836567,5.14,C1058,United Kingdom,41.12
INV500368,SC97545,CAT BOWL PINK,12,2023-01-27 23:43:52.126425,6.55,C1182,Netherlands,78.6
INV500369,SC99912,SET 12 COLOUR PENCILS DOLLY GIRL,19,2022-12-06 18:46:01.032206,0.83,C1146,United Kingdom,15.77
INV500370,SC80316,DOORSTOP UNION JACK,1,2023-04-22 06:40:24.004800,1.82,C1446,Germany,1.82
INV500371,SC12368,STRAWBERRY CERAMIC TRINKET BOX,16,2022-05-31 11:53:48.405681,3.56,C1385,Netherlands,56.96
INV500372,SC87575,SET OF 3 CAKE TINS PANTRY DESIGN,17,2022-07-14 05:52:00.384076,0.61,C1300,Germany,10.37
INV500373,SC16655,NATURAL SLATE HEART CHALKBOARD,18,2022-09-26 07:48:57.467493,4.02,C1095,Germany,72.35999999999999
INV500374,SC80031,COLOURING PENCILS BROWN TUBE,11,2023-11-15 08:31:52.702540,2.75,C1042,Spain,30.25
INV500375,SC86429,PACK OF 6 BIRDY GIFT TAGS,18,2022-11-08 18:47:10.166033,1.52,C1353,USA,27.36
INV500376,SC97922,HEART OF WICKER SMALL,7,2023-10-26 16:02:41.312262,5.56,C1256,United Kingdom,38.919999999999995
INV500377,SC65766,PAPER CHAIN KIT VINTAGE CHRISTMAS,18,2023-08-20 14:05:26.945389,1.53,C1212,Germany,27.54
INV500378,SC23403,PARTY BUNTING,8,2022-03-06 14:27:20.488097,14.77,C1188,United Kingdom,118.16
INV500379,SC42097,FELT CHRISTMAS TREE WITH BAUBLES,6,2023-09-01 16:34:57.059411,5.58,C1130,United Kingdom,33.480000000000004
INV500380,SC88657,PACK OF 12 LONDON TISSUES,7,2022-08-07 10:51:00.612122,4.19,C1346,United Kingdom,29.330000000000002
INV500381,SC20966,MAGIC DRAWING SLATE,10,2022-05-16 00:54:26.573314,0.69,C1299,Belgium,6.8999999999999995
INV500382,SC62921,PACK OF 12 LONDON TISSUES,11,2022-04-01 16:56:16.035207,7.54,C1390,United Kingdom,82.94
INV500383,SC59726,PARTY BUNTING,13,2022-08-04 16:21:07.453490,5.18,C1288,Netherlands,67.34
INV500384,SC60300,PACK OF 72 RETROSPOT CAKE CASES,9,2023-03-19 21:11:46.461292,1.28,C1136,United Kingdom,11.52
INV500385,SC32677,SMALL HEART FLOWERS HOOK,7,2023-05-09 15:09:41.156231,1.99,C1029,United Kingdom,13.93
INV500386,SC65609,MAGIC DRAWING SLATE,9,2023-04-29 20:40:05.281056,1.44,C1145,Australia,12.959999999999999
INV500387,SC66661,SET 12 COLOUR PENCILS DOLLY GIRL,13,2022-02-03 23:28:36.103220,12.98,C1311,United Kingdom,168.74
INV500388,SC41024,PACK OF 72 RETROSPOT CAKE CASES,3,2022-08-24 19:20:17.763552,6.28,C1473,United Kingdom,18.84
INV500389,SC80313,JUMBO BAG RED RETROSPOT,3,2023-01-28 10:13:51.046209,8.49,C1467,United Kingdom,25.47
INV500390,SC63006,CHRISTMAS GINGHAM STAR,1,2022-10-24 00:47:49.053810,5.16,C1485,France,5.16
INV500391,SC25338,ASSORTED COLOUR BIRD ORNAMENT,2,2022-02-26 06:57:41.012202,2.33,C1104,United Kingdom,4.66
INV500392,SC78027,VINTAGE UNION JACK MEMOBOARD,3,2022-08-27 06:50:11.642328,1.19,C1286,United Kingdom,3.57
INV500393,SC90135,PLASTERS IN TIN SKULL,15,2023-08-26 17:05:11.822364,1.2,C1455,France,18.0
INV500394,SC29508,HEART OF WICKER SMALL,6,2022-06-22 15:52:53.674734,0.99,C1190,United Kingdom,5.9399999999999995
INV500395,SC13051,FANCY FONT HOME SWEET HOME DOORMAT,13,2022-10-14 20:18:11.738347,2.87,C1470,Netherlands,37.31
INV500396,SC58747,CHRISTMAS GINGHAM STAR,1,2022-02-04 23:58:33.582716,8.08,C1177,United Kingdom,8.08
INV500397,SC97142,HAND WARMER UNION JACK,19,2022-03-23 19:26:37.999599,14.91,C1344,United Kingdom,283.29
INV500398,SC97235,BLUE POLKADOT MADELEINE GIFT BAG,1,2022-10-19 12:18:00.216043,1.52,C1238,France,1.52
INV500399,SC64021,PACK OF 72 RETROSPOT CAKE CASES,2,2023-12-16 17:00:35.287057,4.09,C1000,Belgium,8.18
INV500400,SC76412,JUMBO BAG RED RETROSPOT,15,2022-10-09 07:18:25.421084,3.23,C1109,Spain,48.45
INV500401,SC68335,VINTAGE UNION JACK MEMOBOARD,14,2023-12-16 13:30:35.647129,2.51,C1337,Netherlands,35.14
INV500402,SC66179,ALARM CLOCK BAKELIKE PINK,19,2023-02-10 06:13:19.359871,3.79,C1274,United Kingdom,72.01
INV500403,SC42093,ZINC WILLIE WINKIE  CANDLE STICK,11,2022-09-02 06:19:56.879375,1.89,C1370,United Kingdom,20.79
INV500404,SC79678,BLUE POLKADOT MADELEINE GIFT BAG,15,2023-01-02 18:14:54.418883,9.17,C1381,United Kingdom,137.55
INV500405,SC90738,NOTEBOOK A7 IVORY,6,2022-09-02 13:19:56.159231,4.17,C1233,Switzerland,25.02
INV500406,SC49734,PACK OF 12 LONDON TISSUES,9,2023-08-27 21:05:08.941788,4.71,C1063,Switzerland,42.39
INV500407,SC82615,CAT BOWL PINK,5,2023-07-01 06:37:31.170234,1.33,C1243,USA,6.65
INV500408,SC83523,IVORY KNITTED MUG COSY,2,2023-05-05 09:39:51.598319,1.05,C1052,United Kingdom,2.1
INV500409,SC27019,DOORMAT NEW ENGLAND,6,2022-08-29 18:20:05.521104,2.0,C1261,United Kingdom,12.0
INV500410,SC93613,GIRLS ALPHABET IRON ON PATCHES,18,2023-09-02 03:04:55.979195,4.87,C1016,France,87.66
INV500411,SC96672,METAL SIGN TAKE IT OR LEAVE IT,19,2023-07-15 03:06:56.963392,8.88,C1301,France,168.72000000000003
INV500412,SC83847,STRAWBERRY LUNCH BOX WITH CUTLERY,9,2022-12-22 23:15:21.064212,2.17,C1492,France,19.53
INV500413,SC92750,LUNCH BAG RED RETROSPOT,6,2023-12-14 09:00:41.048209,4.96,C1455,Spain,29.759999999999998
INV500414,SC89634,STAINLESS STEEL KITCHEN COLANDER,14,2022-03-28 14:56:26.117223,2.41,C1373,United Kingdom,33.74
INV500415,SC38251,BLUE POLKADOT MADELEINE GIFT BAG,13,2023-01-16 21:44:19.491898,1.55,C1233,United Kingdom,20.150000000000002
INV500416,SC35945,JUMBO BAG WOODLAND ANIMALS,11,2023-08-21 07:35:25.145029,4.53,C1072,United Kingdom,49.830000000000005
INV500417,SC42217,FANCY FONT HOME SWEET HOME DOORMAT,12,2022-08-07 03:51:01.332266,5.3,C1356,United Kingdom,63.599999999999994
INV500418,SC18308,PACK OF 72 RETROSPOT CAKE CASES,19,2023-06-03 10:08:39.943988,1.18,C1438,United Kingdom,22.419999999999998
INV500419,SC15949,MEDIUM CERAMIC TOP STORAGE JAR,19,2023-12-10 21:00:49.689937,1.59,C1090,United Kingdom,30.21
